0.00662252,0.410596,0.485099,0.5,0.509934,0.524834,0.539735,0.549669,0.771523,0.778146
0.00662252,0.445364,0.465232,0.490066,0.524834,0.534768,0.544702,0.554636,0.569536,0.698675
0.00662252,0.569536,0.584437,0.604305,0.614238,0.624172,0.639073,0.653974,0.668874,0.678808
0.00662252,0.380795,0.509934,0.519868,0.529801,0.539735,0.549669,0.629139,0.728477,0.834437
0.00662252,0.544702,0.554636,0.56457,0.584437,0.594371,0.65894,0.678808,0.708609,0.718543
0.985099,0.00662252,0.465232,0.480132,0.519868,0.534768,0.544702,0.574503,0.678808,0.688742
0.00662252,0.425497,0.450331,0.465232,0.5,0.519868,0.529801,0.539735,0.549669,0.56457
0.00662252,0.529801,0.539735,0.584437,0.594371,0.619205,0.629139,0.64404,0.663907,0.678808
0.00662252,0.415563,0.534768,0.594371,0.604305,0.624172,0.634106,0.64404,0.771523,0.778146
0.00662252,0.534768,0.584437,0.594371,0.604305,0.619205,0.639073,0.65894,0.738411,0.748344
0.00662252,0.380795,0.455298,0.5,0.509934,0.519868,0.539735,0.549669,0.599338,0.609272
0.00662252,0.405629,0.495033,0.519868,0.529801,0.539735,0.56457,0.574503,0.649007,0.768212
0.00662252,0.405629,0.504967,0.529801,0.539735,0.549669,0.599338,0.619205,0.753311,0.761589
0.00662252,0.400662,0.410596,0.465232,0.514901,0.529801,0.539735,0.584437,0.614238,0.801325
0.943709,0.00662252,0.395695,0.405629,0.440397,0.504967,0.519868,0.539735,0.56457,0.703642
0.00662252,0.400662,0.490066,0.5,0.514901,0.524834,0.534768,0.604305,0.619205,0.758278
0.00662252,0.415563,0.524834,0.584437,0.594371,0.604305,0.624172,0.639073,0.65894,0.743377
0.00662252,0.400662,0.475166,0.485099,0.495033,0.504967,0.514901,0.524834,0.619205,0.629139
0.00662252,0.455298,0.465232,0.509934,0.529801,0.539735,0.559603,0.634106,0.791391,0.798013
0.00662252,0.534768,0.549669,0.56457,0.574503,0.619205,0.639073,0.649007,0.668874,0.708609
0.00662252,0.380795,0.514901,0.524834,0.534768,0.554636,0.56457,0.624172,0.693709,0.708609
0.00662252,0.350993,0.43543,0.445364,0.475166,0.485099,0.524834,0.594371,0.649007,0.65894
0.00662252,0.455298,0.495033,0.504967,0.514901,0.534768,0.574503,0.614238,0.634106,0.713576
0.00662252,0.405629,0.495033,0.514901,0.524834,0.539735,0.559603,0.653974,0.72351,0.738411
0.00662252,0.321192,0.430464,0.490066,0.514901,0.524834,0.534768,0.599338,0.609272,0.718543
0.00662252,0.514901,0.544702,0.56457,0.584437,0.594371,0.604305,0.634106,0.64404,0.784768
0.00662252,0.529801,0.559603,0.574503,0.614238,0.624172,0.639073,0.693709,0.743377,0.753311
0.00662252,0.27649,0.430464,0.534768,0.544702,0.554636,0.673841,0.683775,0.72351,0.733444
0.00662252,0.455298,0.465232,0.519868,0.529801,0.549669,0.559603,0.589404,0.604305,0.733444
0.00662252,0.465232,0.475166,0.509934,0.529801,0.554636,0.56457,0.649007,0.65894,0.764901
0.00662252,0.455298,0.509934,0.519868,0.529801,0.539735,0.574503,0.629139,0.850993,0.870861
0.903974,0.915563,0.00662252,0.375828,0.5,0.514901,0.534768,0.599338,0.688742,0.713576
0.00662252,0.415563,0.470199,0.529801,0.539735,0.554636,0.56457,0.683775,0.831126,0.837748
0.00662252,0.43543,0.460265,0.539735,0.549669,0.559603,0.57947,0.594371,0.653974,0.663907
0.00662252,0.693709,0.708609,0.728477,0.738411,0.748344,0.771523,0.778146,0.827815,0.834437
0.00662252,0.425497,0.514901,0.534768,0.544702,0.57947,0.589404,0.599338,0.619205,0.84106
0.00662252,0.400662,0.509934,0.519868,0.539735,0.673841,0.693709,0.718543,0.738411,0.758278
0.00662252,0.370861,0.480132,0.490066,0.529801,0.544702,0.554636,0.56457,0.574503,0.65894
0.00662252,0.201987,0.370861,0.5,0.514901,0.524834,0.534768,0.65894,0.693709,0.703642
0.00662252,0.460265,0.509934,0.524834,0.539735,0.549669,0.599338,0.619205,0.64404,0.768212
0.00662252,0.504967,0.534768,0.544702,0.594371,0.614238,0.65894,0.668874,0.703642,0.72351
0.00662252,0.544702,0.584437,0.599338,0.619205,0.649007,0.65894,0.668874,0.683775,0.693709
0.00662252,0.524834,0.544702,0.554636,0.56457,0.574503,0.614238,0.624172,0.649007,0.65894
0.00662252,0.539735,0.554636,0.574503,0.604305,0.619205,0.639073,0.649007,0.663907,0.733444
0.00662252,0.455298,0.509934,0.534768,0.544702,0.559603,0.574503,0.594371,0.604305,0.668874
0.956954,0.00662252,0.430464,0.509934,0.519868,0.539735,0.639073,0.649007,0.65894,0.668874
0.00662252,0.519868,0.529801,0.544702,0.554636,0.574503,0.584437,0.604305,0.624172,0.634106
0.998344,0.00662252,0.490066,0.504967,0.514901,0.524834,0.539735,0.609272,0.629139,0.688742
0.00662252,0.206954,0.375828,0.490066,0.524834,0.554636,0.56457,0.609272,0.624172,0.72351
0.874172,0.00662252,0.415563,0.470199,0.514901,0.524834,0.544702,0.554636,0.56457,0.629139
0.00662252,0.400662,0.490066,0.524834,0.534768,0.544702,0.569536,0.604305,0.673841,0.788079
0.00662252,0.306291,0.470199,0.480132,0.495033,0.509934,0.519868,0.534768,0.544702,0.57947
0.00662252,0.524834,0.534768,0.614238,0.624172,0.634106,0.653974,0.683775,0.693709,0.703642
0.00662252,0.534768,0.544702,0.559603,0.584437,0.594371,0.65894,0.668874,0.708609,0.718543
0.00662252,0.410596,0.509934,0.519868,0.529801,0.539735,0.584437,0.594371,0.668874,0.804636
0.844371,0.857616,0.00662252,0.385762,0.490066,0.5,0.509934,0.519868,0.529801,0.688742
0.927152,0.937086,0.00662252,0.475166,0.485099,0.534768,0.544702,0.554636,0.574503,0.673841
0.00662252,0.584437,0.594371,0.639073,0.65894,0.683775,0.698675,0.738411,0.748344,0.761589
0.00662252,0.246689,0.430464,0.495033,0.504967,0.524834,0.569536,0.663907,0.698675,0.743377
0.854305,0.880795,0.887417,0.900662,0.00662252,0.350993,0.440397,0.529801,0.549669,0.574503
0.00662252,0.495033,0.524834,0.534768,0.544702,0.554636,0.56457,0.619205,0.629139,0.673841
0.00662252,0.400662,0.5,0.514901,0.524834,0.539735,0.554636,0.56457,0.574503,0.683775
0.824503,0.975166,0.00662252,0.5,0.509934,0.539735,0.549669,0.559603,0.569536,0.703642
0.00662252,0.539735,0.549669,0.569536,0.594371,0.629139,0.653974,0.663907,0.738411,0.748344
