0.480132,0.504967,0.514901,0.524834,0.544702,0.559603,0.589404,0.728477,0.798013,0.00662252
0.216887,0.405629,0.495033,0.509934,0.519868,0.529801,0.64404,0.65894,0.778146,0.00662252
0.539735,0.57947,0.589404,0.614238,0.629139,0.64404,0.653974,0.771523,0.778146,1.0
0.350993,0.360927,0.5,0.514901,0.534768,0.594371,0.604305,0.624172,0.639073,0.976821
0.445364,0.465232,0.475166,0.490066,0.504967,0.519868,0.529801,0.544702,0.554636,0.56457
0.013245,0.35596,0.475166,0.509934,0.519868,0.539735,0.554636,0.574503,0.653974,0.778146
0.00662252,0.385762,0.490066,0.509934,0.529801,0.539735,0.554636,0.649007,0.65894,0.698675
0.00662252,0.405629,0.450331,0.475166,0.524834,0.534768,0.544702,0.554636,0.56457,0.594371
0.00662252,0.360927,0.485099,0.519868,0.529801,0.554636,0.574503,0.609272,0.619205,0.771523
0.00662252,0.375828,0.5,0.519868,0.534768,0.544702,0.554636,0.574503,0.584437,0.748344
0.00662252,0.331126,0.480132,0.539735,0.549669,0.559603,0.569536,0.624172,0.653974,0.84106
0.00662252,0.524834,0.544702,0.559603,0.569536,0.594371,0.634106,0.653974,0.668874,0.693709
0.00662252,0.415563,0.519868,0.529801,0.539735,0.559603,0.624172,0.634106,0.688742,0.698675
0.00662252,0.380795,0.445364,0.455298,0.490066,0.524834,0.649007,0.693709,0.850993,0.925497
0.00662252,0.177152,0.430464,0.490066,0.539735,0.56457,0.589404,0.639073,0.649007,0.761589
0.00662252,0.226821,0.395695,0.480132,0.504967,0.514901,0.549669,0.584437,0.649007,0.844371
0.00662252,0.306291,0.43543,0.475166,0.485099,0.495033,0.514901,0.534768,0.544702,0.619205
0.00662252,0.380795,0.519868,0.56457,0.574503,0.653974,0.798013,0.804636,0.960265,0.963576
0.00662252,0.440397,0.514901,0.524834,0.544702,0.554636,0.788079,0.807947,0.834437,0.84106
0.00662252,0.430464,0.529801,0.539735,0.57947,0.594371,0.64404,0.653974,0.708609,0.834437
0.00662252,0.390728,0.524834,0.544702,0.554636,0.57947,0.589404,0.599338,0.683775,0.703642
0.00662252,0.35596,0.470199,0.524834,0.599338,0.629139,0.788079,0.801325,0.86755,0.874172
0.00662252,0.291391,0.400662,0.470199,0.5,0.509934,0.529801,0.539735,0.549669,0.668874
0.00662252,0.34106,0.495033,0.504967,0.514901,0.524834,0.534768,0.609272,0.748344,0.761589
0.996689,0.00662252,0.385762,0.5,0.524834,0.534768,0.544702,0.554636,0.569536,0.629139
0.00662252,0.306291,0.321192,0.475166,0.519868,0.529801,0.549669,0.663907,0.764901,0.774834
0.00662252,0.410596,0.504967,0.524834,0.534768,0.554636,0.56457,0.599338,0.807947,0.958609
0.00662252,0.425497,0.549669,0.56457,0.574503,0.584437,0.599338,0.624172,0.713576,0.72351
0.00662252,0.370861,0.470199,0.504967,0.514901,0.524834,0.534768,0.549669,0.584437,0.708609
0.00662252,0.460265,0.470199,0.534768,0.549669,0.559603,0.569536,0.624172,0.634106,0.768212
0.961921,0.965232,0.00662252,0.241722,0.375828,0.490066,0.5,0.514901,0.539735,0.609272
0.00662252,0.465232,0.485099,0.495033,0.504967,0.514901,0.529801,0.554636,0.738411,0.748344
0.00662252,0.346026,0.504967,0.519868,0.529801,0.56457,0.574503,0.609272,0.619205,0.693709
0.00662252,0.271523,0.415563,0.485099,0.5,0.509934,0.524834,0.539735,0.549669,0.683775
0.00662252,0.534768,0.559603,0.584437,0.609272,0.619205,0.634106,0.65894,0.698675,0.708609
0.00662252,0.534768,0.544702,0.639073,0.649007,0.65894,0.678808,0.72351,0.771523,0.791391
